Timestamp,Score,Time,Life,Score/10s,Life/10s,Reflexes,Ball Speed,Ball Spawn Rate,Life Spawn Rate
2023-11-22 21:22:24,4,8,10,0,0,0,10,4,8
2023-11-22 21:22:28,0,299,0179,3,0,0,0,30,5,5
2023-11-22 21:22:29,0,297,9887,3,0,1,5,0,30,5,5
2023-11-22 21:22:30,0,296,9676,3,0,2,25,0,30,5,5
2023-11-22 21:22:31,0,295,9498,2,0,2,625,1,51646,30,5,5
2023-11-22 21:22:32,0,294,9327,1,0,2,3125,1,514108,30,5,5
2023-11-22 21:22:33,0,293,9273,1,0,1,65625,1,514108,30,5,5
2023-11-22 21:22:34,0,292,9407,1,0,1,328125,1,510356,30,5,5
2023-11-22 21:22:35,0,291,928,1,0,1,164063,1,506182,30,5,5
2023-11-22 21:22:36,0,290,9085,1,0,1,082031,1,508886,30,5,5
2023-11-22 21:22:37,0,289,9189,1,0,1,041016,1,51229,30,5,5
2023-11-22 21:22:38,0,288,8883,1,0,1,020508,1,51229,30,5,5
2023-11-22 21:22:39,0,287,8702,1,0,1,010254,1,510099,30,5,5
2023-11-22 21:22:40,0,286,8773,1,0,1,005127,1,492408,30,5,5
2023-11-22 21:22:41,0,285,8781,1,0,1,002563,1,492408,30,5,5
2023-11-22 21:22:42,0,284,8608,1,0,1,001282,1,492408,30,5,5
2023-11-22 21:22:43,0,283,8607,1,0,1,000641,1,492408,30,5,5
2023-11-22 21:22:44,0,282,8675,1,0,1,00032,1,498394,30,5,5
2023-11-22 21:22:45,0,281,8435,1,0,1,00016,1,498394,30,5,5
2023-11-22 21:22:46,0,280,8406,1,0,1,00008,1,498394,30,5,5
2023-11-22 21:22:47,0,279,833,1,0,1,00004,1,502687,30,5,5
2023-11-22 21:22:48,0,278,822,1,0,1,00002,1,511319,30,5,5
2023-11-22 21:22:49,0,277,8273,1,0,1,00001,1,511319,30,5,5
2023-11-22 21:22:50,0,276,8066,1,0,1,000005,1,505194,30,5,5
2023-11-22 21:22:51,0,275,8019,1,0,1,000003,1,505942,30,5,5
2023-11-22 21:22:52,0,274,8057,1,0,1,000001,1,503026,30,5,5
2023-11-22 21:22:53,0,273,8053,1,0,1,000001,1,501541,30,5,5
2023-11-22 21:22:54,0,272,7835,1,0,1,1,501541,30,5,5
2023-11-22 21:22:55,0,271,7823,1,0,1,1,501541,30,5,5
2023-11-22 21:22:56,0,270,7673,1,0,1,1,501541,30,5,5
2023-11-22 21:22:57,0,269,7612,1,0,1,1,501281,30,5,5
2023-11-22 21:22:58,0,268,7668,1,0,1,1,502222,30,5,5
2023-11-22 21:22:59,0,267,7617,1,0,1,1,501949,30,5,5
2023-11-22 21:23:00,0,266,7446,1,0,1,1,501038,30,5,5
2023-11-22 21:23:01,0,265,7449,1,0,1,1,501833,30,5,5
2023-11-22 21:23:02,0,264,7304,1,0,1,1,504429,30,5,5
2023-11-22 21:23:03,0,263,7276,1,0,1,1,506992,30,5,5
2023-11-22 21:23:04,0,262,7225,1,0,1,1,503693,30,5,5
2023-11-22 21:23:05,0,261,7108,1,0,1,1,682678,30,5,5
